member_id,symbol,quote_symbol,start_date,end_date,reason
permno-45428-19700423,GLM,GLM,1970-04-23,1986-01-29,The downloaded series had no rows inside the membership spell.
permno-42075-19680725,GLR,GLR,1968-07-25,1975-12-10,The downloaded series had no rows inside the membership spell.
spell-GMCR-20140324,GMCR,GMCR,2014-03-24,2016-03-03,The downloaded series had no rows inside the membership spell.
permno-12183-19570301,GN,GN,1957-03-01,1970-03-04,The downloaded series had no rows inside the membership spell.
permno-27916-19610802,GNN,GNN,1961-08-02,1968-05-22,The downloaded series had no rows inside the membership spell.
permno-49920-19710715,GNO,GNO,1971-07-15,1982-03-03,The downloaded series had no rows inside the membership spell.
spell-GNT-19960313,GNT,GNT,1996-03-13,1998-07-01,The downloaded series had no rows inside the membership spell.
permno-21768-19570301,GO,GO,1957-03-01,1984-06-20,The downloaded series had no rows inside the membership spell.
permno-90721-19860123,GOSHA,GOSHA,1986-01-23,1995-05-26,The downloaded series had no rows inside the membership spell.
spell-GP-19960102,GP,GP,1996-01-02,2005-12-20,The downloaded series had no rows inside the membership spell.
spell-GPS-19960102,GPS,GPS,1996-01-02,2022-02-02,The downloaded series had no rows inside the membership spell.
permno-23464-19570301,GPT,GPT,1957-03-01,1981-12-09,The downloaded series had no rows inside the membership spell.
permno-21274-19670427,GQ,GQ,1967-04-27,1994-04-15,The downloaded series had no rows inside the membership spell.
permno-25902-19650107,GSI,GSI,1965-01-07,1973-05-30,The downloaded series had no rows inside the membership spell.
permno-23800-19650107,GSK,GSK,1965-01-07,1976-12-08,The downloaded series had no rows inside the membership spell.
permno-12191-19570301,GSW,GSW,1957-03-01,1968-01-15,The downloaded series had no rows inside the membership spell.
spell-GTW-19980427,GTW,GTW,1998-04-27,2006-08-01,The downloaded series had no rows inside the membership spell.
permno-12167-19570301,GUX,GUX,1957-03-01,1975-12-10,The downloaded series had no rows inside the membership spell.
permno-45620-19680116,GWU,GWU,1968-01-16,1978-03-01,The downloaded series had no rows inside the membership spell.
spell-GX-19990929,GX,GX,1999-09-29,2001-10-10,The downloaded series had no rows inside the membership spell.
spell-HBI-20150323,HBI,HBI,2015-03-23,2021-12-20,The downloaded series had no rows inside the membership spell.
permno-38324-19700319,HBL,HBL,1970-03-19,1982-10-13,The downloaded series had no rows inside the membership spell.
spell-HBOC-19971023,HBOC,HBOC,1997-10-23,1999-01-13,The downloaded series had no rows inside the membership spell.
permno-27879-19670518,HC,HC,1967-05-18,1973-02-28,The downloaded series had no rows inside the membership spell.
spell-HCBK-20070215,HCBK,HCBK,2007-02-15,2015-11-02,The downloaded series had no rows inside the membership spell.
spell-HCP-20080331,HCP,HCP,2008-03-31,2019-11-05,The downloaded series had no rows inside the membership spell.
spell-HCR-19980928,HCR,HCR,1998-09-28,2007-11-09,The downloaded series had no rows inside the membership spell.
permno-39765-19730301,HDL,HDL,1973-03-01,1996-01-02,The downloaded series had no rows inside the membership spell.
spell-HDLM-19960102,HDLM,HDLM,1996-01-02,1996-03-08,The downloaded series had no rows inside the membership spell.
permno-22365-19631031,HEW,HEW,1963-10-31,1965-03-03,The downloaded series had no rows inside the membership spell.
spell-HFS-19960816,HFS,HFS,1996-08-16,1997-12-18,The downloaded series had no rows inside the membership spell.
permno-17742-19570301,HH,HH,1957-03-01,1960-02-24,The downloaded series had no rows inside the membership spell.
permno-39669-19700423,HIA,HIA,1970-04-23,1990-02-07,The downloaded series had no rows inside the membership spell.
permno-19940-19570301,HIR,HIR,1957-03-01,1980-04-09,The downloaded series had no rows inside the membership spell.
permno-38455-19700625,HJ,HJ,1970-06-25,1980-06-25,The downloaded series had no rows inside the membership spell.
permno-23480-19680104,HKR,HKR,1968-01-04,1968-07-30,The downloaded series had no rows inside the membership spell.
permno-17056-19570301,HLN,HLN,1957-03-01,1963-01-16,The downloaded series had no rows inside the membership spell.
spell-HMA-20011107,HMA,HMA,2001-11-07,2007-03-02,The downloaded series had no rows inside the membership spell.
permno-43203-19680808,HNS,HNS,1968-08-08,1979-02-07,The downloaded series had no rows inside the membership spell.
permno-41478-19760506,HOB,HOB,1976-05-06,1981-04-01,The downloaded series had no rows inside the membership spell.
permno-55685-19780413,HOI,HOI,1978-04-13,1981-05-13,The downloaded series had no rows inside the membership spell.
permno-18585-19570301,HPG,HPG,1957-03-01,1960-12-14,The downloaded series had no rows inside the membership spell.
spell-HPH-19960102,HPH,HPH,1996-01-02,1999-06-09,The downloaded series had no rows inside the membership spell.
permno-27537-19601214,HRW,HRW,1960-12-14,1967-07-26,The downloaded series had no rows inside the membership spell.
spell-HSH-19960102,HSH,HSH,1996-01-02,2012-06-29,The downloaded series had no rows inside the membership spell.
permno-56485-19730531,HT,HT,1973-05-31,1987-04-08,The downloaded series had no rows inside the membership spell.
permno-43132-19801002,HYST,HYST,1980-10-02,1984-02-29,The downloaded series had no rows inside the membership spell.
spell-I-19960102,I,I,1996-01-02,1996-04-01,The downloaded series had no rows inside the membership spell.
permno-46252-19681212,IBP,IBP,1968-12-12,1981-09-09,The downloaded series had no rows inside the membership spell.
permno-12466-19570301,IC,IC,1957-03-01,1978-08-23,The downloaded series had no rows inside the membership spell.
permno-15536-19570301,ICR,ICR,1957-03-01,1968-01-31,The downloaded series had no rows inside the membership spell.
permno-26286-19760923,IDL,IDL,1976-09-23,1989-08-02,The downloaded series had no rows inside the membership spell.
spell-IGT-20010904,IGT,IGT,2001-09-04,2014-06-20,The downloaded series had no rows inside the membership spell.
permno-15747-19720120,IK,IK,1972-01-20,1993-07-12,The downloaded series had no rows inside the membership spell.
spell-IKN-19960102,IKN,IKN,1996-01-02,2000-06-29,The downloaded series had no rows inside the membership spell.
permno-12394-19570301,IL,IL,1957-03-01,1963-03-22,The downloaded series had no rows inside the membership spell.
spell-IMNX-20010921,IMNX,IMNX,2001-09-21,2002-07-16,The downloaded series had no rows inside the membership spell.
permno-43298-19870910,IMSI,IMSI,1987-09-10,1988-05-25,The downloaded series had no rows inside the membership spell.
permno-56098-19760701,IN,IN,1976-07-01,1978-11-22,The downloaded series had no rows inside the membership spell.
spell-INCLF-19960102,INCLF,INCLF,1996-01-02,2002-07-22,The downloaded series had no rows inside the membership spell.
spell-INFO-20170602,INFO,INFO,2017-06-02,2022-03-02,The downloaded series had no rows inside the membership spell.
permno-18278-19570301,ISS,ISS,1957-03-01,1990-12-04,The downloaded series had no rows inside the membership spell.
permno-26155-19660623,ITE,ITE,1966-06-23,1976-03-17,The downloaded series had no rows inside the membership spell.
spell-JAVA-19960102,JAVA,JAVA,1996-01-02,2010-01-27,The downloaded series had no rows inside the membership spell.
spell-JEC-20071026,JEC,JEC,2007-10-26,2019-12-10,The downloaded series had no rows inside the membership spell.
permno-46544-19870507,JERR,JERR,1987-05-07,1989-09-20,The downloaded series had no rows inside the membership spell.
spell-JHF-20010629,JHF,JHF,2001-06-29,2004-04-29,The downloaded series had no rows inside the membership spell.
permno-11068-19570301,JI,JI,1957-03-01,1970-08-12,The downloaded series had no rows inside the membership spell.
permno-19510-19570301,JJN,JJN,1957-03-01,1972-09-13,The downloaded series had no rows inside the membership spell.
permno-21530-19570301,JL,JL,1957-03-01,1970-04-22,The downloaded series had no rows inside the membership spell.
spell-JNPR-20060602,JNPR,JNPR,2006-06-02,2025-07-09,The downloaded series had no rows inside the membership spell.
spell-JNS-20000713,JNS,JNS,2000-07-13,2011-11-23,The downloaded series had no rows inside the membership spell.
spell-JNY-20011217,JNY,JNY,2001-12-17,2009-03-04,The downloaded series had no rows inside the membership spell.
permno-27174-19650114,JOL,JOL,1965-01-14,1984-10-24,The downloaded series had no rows inside the membership spell.
permno-40301-19640903,JWC,JWC,1964-09-03,1987-12-30,The downloaded series had no rows inside the membership spell.
permno-24635-19570301,KLU,KLU,1957-03-01,1988-11-02,The downloaded series had no rows inside the membership spell.
permno-12706-19570301,KN,KN,1957-03-01,1981-06-24,The downloaded series had no rows inside the membership spell.
permno-27510-19610816,KNY,KNY,1961-08-16,1981-09-09,The downloaded series had no rows inside the membership spell.
permno-40790-19650304,KOE,KOE,1965-03-04,1980-10-01,The downloaded series had no rows inside the membership spell.
spell-KORS-20131113,KORS,KORS,2013-11-13,2018-09-19,The downloaded series had no rows inside the membership spell.
spell-KRFT-20121002,KRFT,KRFT,2012-10-02,2015-07-06,The downloaded series had no rows inside the membership spell.
spell-KRI-19960102,KRI,KRI,1996-01-02,2006-06-28,The downloaded series had no rows inside the membership spell.
permno-12757-19570301,KSC,KSC,1957-03-01,1963-12-04,The downloaded series had no rows inside the membership spell.
spell-KSE-20000821,KSE,KSE,2000-08-21,2007-08-27,The downloaded series had no rows inside the membership spell.
permno-19772-19570301,KSP,KSP,1957-03-01,1966-05-18,The downloaded series had no rows inside the membership spell.
permno-16280-19670928,KW,KW,1967-09-28,1973-11-14,The downloaded series had no rows inside the membership spell.
spell-KWP-19960102,KWP,KWP,1996-01-02,1999-11-16,The downloaded series had no rows inside the membership spell.
permno-12669-19570301,KYR,KYR,1957-03-01,1975-10-15,The downloaded series had no rows inside the membership spell.
spell-LB-19960102,LB,LB,1996-01-02,2021-08-03,The downloaded series had no rows inside the membership spell.
permno-12888-19570301,LCE,LCE,1957-03-01,1990-12-11,The downloaded series had no rows inside the membership spell.
spell-LDW_B-19960102,LDW.B,LDW-B,1996-01-02,1999-12-08,The downloaded series had no rows inside the membership spell.
spell-LEHMQ-19980112,LEHMQ,LEHMQ,1998-01-12,2008-09-17,The downloaded series had no rows inside the membership spell.
spell-LIFE-20081124,LIFE,LIFE,2008-11-24,2014-01-24,The downloaded series had no rows inside the membership spell.
permno-19211-19570301,LIL,LIL,1957-03-01,1968-11-06,The downloaded series had no rows inside the membership spell.
permno-49606-19850801,LINB,LINB,1985-08-01,1990-03-02,The downloaded series had no rows inside the membership spell.
permno-19756-19570301,LJ,LJ,1957-03-01,1976-01-14,The downloaded series had no rows inside the membership spell.
permno-17451-19570301,LKB,LKB,1957-03-01,1967-06-28,The downloaded series had no rows inside the membership spell.
permno-40053-19760115,LKS,LKS,1976-01-15,1988-06-08,The downloaded series had no rows inside the membership spell.
permno-12896-19570301,LL,LL,1957-03-01,1968-12-10,The downloaded series had no rows inside the membership spell.
spell-LLL-20041201,LLL,LLL,2004-12-01,2019-07-01,The downloaded series had no rows inside the membership spell.
spell-LLTC-20000403,LLTC,LLTC,2000-04-03,2017-03-13,The downloaded series had no rows inside the membership spell.
spell-LM-20060424,LM,LM,2006-04-24,2016-12-02,The downloaded series had no rows inside the membership spell.
permno-12909-19570301,LN,LN,1957-03-01,1971-06-23,The downloaded series had no rows inside the membership spell.
permno-19107-19570301,LNY,LNY,1957-03-01,1964-02-19,The downloaded series had no rows inside the membership spell.
spell-LO-20080611,LO,LO,2008-06-11,2015-06-12,The downloaded series had no rows inside the membership spell.
permno-50156-19860918,LOTS,LOTS,1986-09-18,1995-07-03,The downloaded series had no rows inside the membership spell.
permno-16731-19570301,LPT,LPT,1957-03-01,1977-11-02,The downloaded series had no rows inside the membership spell.
spell-LSI-19960102,LSI,LSI,1996-01-02,2014-05-07,The downloaded series had no rows inside the membership spell.
permno-28003-19610920,LSO,LSO,1961-09-20,1978-04-12,The downloaded series had no rows inside the membership spell.
permno-22728-19570301,LST,LST,1957-03-01,1985-11-13,The downloaded series had no rows inside the membership spell.
permno-43318-19820909,LTC,LTC,1982-09-09,1987-07-08,The downloaded series had no rows inside the membership spell.
permno-25507-19840719,LTV,LTV,1984-07-19,1986-07-23,The downloaded series had no rows inside the membership spell.
spell-LU-19961001,LU,LU,1996-10-01,2006-12-01,The downloaded series had no rows inside the membership spell.
spell-LUB-19960102,LUB,LUB,1996-01-02,1997-01-02,The downloaded series had no rows inside the membership spell.
permno-52564-19790503,LVI,LVI,1979-05-03,1985-09-04,The downloaded series had no rows inside the membership spell.
spell-LVLT-20141105,LVLT,LVLT,2014-11-05,2017-10-13,The downloaded series had no rows inside the membership spell.
spell-LXK-19990813,LXK,LXK,1999-08-13,2012-10-01,The downloaded series had no rows inside the membership spell.
permno-46201-19731115,MAE,MAE,1973-11-15,1977-06-29,The downloaded series had no rows inside the membership spell.
permno-23018-19570301,MAG,MAG,1957-03-01,1974-10-16,The downloaded series had no rows inside the membership spell.
permno-34147-19801120,MAI,MAI,1980-11-20,1995-06-30,The downloaded series had no rows inside the membership spell.
permno-33873-19680912,MAK,MAK,1968-09-12,1981-02-25,The downloaded series had no rows inside the membership spell.
spell-MAY-19960102,MAY,MAY,1996-01-02,2005-08-29,The downloaded series had no rows inside the membership spell.
permno-43510-19720921,MB,MB,1972-09-21,1984-09-12,The downloaded series had no rows inside the membership spell.
permno-27086-19670713,MCA,MCA,1967-07-13,1990-12-28,The downloaded series had no rows inside the membership spell.
permno-11626-19930701,MCAWA,MCAWA,1993-07-01,1994-09-20,The downloaded series had no rows inside the membership spell.
permno-26534-19710819,MDE,MDE,1971-08-19,1982-12-31,The downloaded series had no rows inside the membership spell.
spell-MEDI-20000616,MEDI,MEDI,2000-06-16,2007-06-01,The downloaded series had no rows inside the membership spell.
spell-MEL-19960102,MEL,MEL,1996-01-02,2007-07-02,The downloaded series had no rows inside the membership spell.
spell-MERQ-20000629,MERQ,MERQ,2000-06-29,2006-01-04,The downloaded series had no rows inside the membership spell.
permno-18884-19570301,MF,MF,1957-03-01,1982-06-16,The downloaded series had no rows inside the membership spell.
spell-MFE-20081223,MFE,MFE,2008-12-23,2011-03-01,The downloaded series had no rows inside the membership spell.
permno-20263-19570301,MGR,MGR,1957-03-01,1985-05-08,The downloaded series had no rows inside the membership spell.
permno-48223-19760701,MHC,MHC,1976-07-01,1991-12-31,The downloaded series had no rows inside the membership spell.
spell-MHS-20030820,MHS,MHS,2003-08-20,2012-04-02,The downloaded series had no rows inside the membership spell.
spell-MI-20020211,MI,MI,2002-02-11,2011-07-06,The downloaded series had no rows inside the membership spell.
spell-MJN-20091221,MJN,MJN,2009-12-21,2017-06-15,The downloaded series had no rows inside the membership spell.
spell-MKG-19960102,MKG,MKG,1996-01-02,2000-10-18,The downloaded series had no rows inside the membership spell.
permno-20562-19570301,ML,ML,1957-03-01,1995-03-15,The downloaded series had no rows inside the membership spell.
permno-26497-19760701,MLN,MLN,1976-07-01,1982-09-08,The downloaded series had no rows inside the membership spell.
spell-MMI-20110104,MMI,MMI,2011-01-04,2012-05-22,The downloaded series had no rows inside the membership spell.
permno-51801-19730531,MML,MML,1973-05-31,1976-06-30,The downloaded series had no rows inside the membership spell.
permno-28513-19570301,MMX,MMX,1957-03-01,1969-05-14,The downloaded series had no rows inside the membership spell.
permno-20386-19570301,MNC,MNC,1957-03-01,1984-05-16,The downloaded series had no rows inside the membership spell.
spell-MNK-20140819,MNK,MNK,2014-08-19,2017-07-26,The downloaded series had no rows inside the membership spell.
spell-MNR-19960102,MNR,MNR,1996-01-02,1998-09-28,The downloaded series had no rows inside the membership spell.
spell-MOB-19960102,MOB,MOB,1996-01-02,1999-12-01,The downloaded series had no rows inside the membership spell.
spell-MON-20020814,MON,MON,2002-08-14,2018-06-07,The downloaded series had no rows inside the membership spell.
permno-20095-19570301,MPH,MPH,1957-03-01,1976-12-08,The downloaded series had no rows inside the membership spell.
permno-12941-19570301,MQ,MQ,1957-03-01,1967-05-17,The downloaded series had no rows inside the membership spell.
permno-25195-19570301,MQC,MQC,1957-03-01,1976-09-22,The downloaded series had no rows inside the membership spell.
permno-55079-19900608,MRN,MRN,1990-06-08,1995-12-19,The downloaded series had no rows inside the membership spell.
spell-MRO-19960102,MRO,MRO,1996-01-02,2024-11-26,The downloaded series had no rows inside the membership spell.
permno-13274-19570301,MRW,MRW,1957-03-01,1964-01-22,The downloaded series had no rows inside the membership spell.
permno-17881-19570301,MTI,MTI,1957-03-01,1963-01-30,The downloaded series had no rows inside the membership spell.
spell-MTL-19980223,MTL,MTL,1998-02-23,1999-09-20,The downloaded series had no rows inside the membership spell.
spell-MTLQQ-19960102,MTLQQ,MTLQQ,1996-01-02,2009-06-03,The downloaded series had no rows inside the membership spell.
permno-20503-19570619,MUB,MUB,1957-06-19,1965-09-29,The downloaded series had no rows inside the membership spell.
spell-MWI-19960102,MWI,MWI,1996-01-02,1999-05-28,The downloaded series had no rows inside the membership spell.
spell-MWV-19960102,MWV,MWV,1996-01-02,2015-07-02,The downloaded series had no rows inside the membership spell.
spell-MWW-20010604,MWW,MWW,2001-06-04,2011-12-19,The downloaded series had no rows inside the membership spell.
spell-MYL-20040423,MYL,MYL,2004-04-23,2020-11-17,The downloaded series had no rows inside the membership spell.
spell-MZIAQ-19960102,MZIAQ,MZIAQ,1996-01-02,2000-06-29,The downloaded series had no rows inside the membership spell.
permno-12546-19570301,N,N,1957-03-01,1996-01-02,The downloaded series had no rows inside the membership spell.
permno-16803-19570301,NAC,NAC,1957-03-01,1985-05-08,The downloaded series had no rows inside the membership spell.
permno-22189-19700813,NAL,NAL,1970-08-13,1976-06-30,The downloaded series had no rows inside the membership spell.
permno-16256-19570301,NAS,NAS,1957-03-01,1965-12-15,The downloaded series had no rows inside the membership spell.
permno-63255-19810706,NB,NB,1981-07-06,1985-09-11,The downloaded series had no rows inside the membership spell.
spell-NBL-20071008,NBL,NBL,2007-10-08,2020-10-12,The downloaded series had no rows inside the membership spell.
spell-NCC-19960102,NCC,NCC,1996-01-02,2009-01-02,The downloaded series had no rows inside the membership spell.
spell-NCE-19981103,NCE,NCE,1998-11-03,2000-08-21,The downloaded series had no rows inside the membership spell.
spell-NCR-20000104,NCR,NCR,2000-01-04,2007-10-01,The downloaded series had no rows inside the membership spell.
permno-18390-19610621,NEB,NEB,1961-06-21,1968-11-06,The downloaded series had no rows inside the membership spell.
permno-23499-19570301,NES,NES,1957-03-01,1983-11-30,The downloaded series had no rows inside the membership spell.
spell-NFB-20020717,NFB,NFB,2002-07-17,2006-12-01,The downloaded series had no rows inside the membership spell.
permno-13522-19580604,NFK,NFK,1958-06-04,1982-06-02,The downloaded series had no rows inside the membership spell.
permno-20570-19570301,NG,NG,1957-03-01,1986-05-07,The downloaded series had no rows inside the membership spell.
spell-NGH-19980916,NGH,NGH,1998-09-16,2000-12-12,The downloaded series had no rows inside the membership spell.
permno-13442-19570301,NKP,NKP,1957-03-01,1964-10-21,The downloaded series had no rows inside the membership spell.
spell-NLOK-20191105,NLOK,NLOK,2019-11-05,2022-11-08,The downloaded series had no rows inside the membership spell.
spell-NLSN-20130709,NLSN,NLSN,2013-07-09,2022-10-12,The downloaded series had no rows inside the membership spell.
permno-54615-19760701,NLT,NLT,1976-07-01,1982-11-10,The downloaded series had no rows inside the membership spell.
spell-NLV-19960401,NLV,NLV,1996-04-01,2000-01-06,The downloaded series had no rows inside the membership spell.
permno-21418-19570301,NND,NND,1957-03-01,1968-09-10,The downloaded series had no rows inside the membership spell.
permno-58596-19840809,NOXL,NOXL,1984-08-09,1989-11-30,The downloaded series had no rows inside the membership spell.
permno-13573-19570301,NP,NP,1957-03-01,1970-03-04,The downloaded series had no rows inside the membership spell.
spell-NRTLQ-19960102,NRTLQ,NRTLQ,1996-01-02,2002-07-22,The downloaded series had no rows inside the membership spell.
permno-19019-19570301,NS,NS,1957-03-01,1983-09-12,The downloaded series had no rows inside the membership spell.
permno-22330-19570301,NSU,NSU,1957-03-01,1969-03-05,The downloaded series had no rows inside the membership spell.
permno-13370-19590225,NTY,NTY,1959-02-25,1970-04-22,The downloaded series had no rows inside the membership spell.
permno-34550-19660526,NUM,NUM,1966-05-26,1970-04-22,The downloaded series had no rows inside the membership spell.
spell-NVLS-20000619,NVLS,NVLS,2000-06-19,2012-06-05,The downloaded series had no rows inside the membership spell.
permno-21485-19760115,NWA,NWA,1976-01-15,1989-07-26,The downloaded series had no rows inside the membership spell.
spell-NXTL-19980401,NXTL,NXTL,1998-04-01,2005-08-15,The downloaded series had no rows inside the membership spell.
spell-NYX-20071025,NYX,NYX,2007-10-25,2013-11-13,The downloaded series had no rows inside the membership spell.
spell-ODP-19990624,ODP,ODP,1999-06-24,2010-12-20,The downloaded series had no rows inside the membership spell.
spell-OK-19991202,OK,OK,1999-12-02,2001-04-02,The downloaded series had no rows inside the membership spell.
spell-ORX-19960102,ORX,ORX,1996-01-02,1999-03-01,The downloaded series had no rows inside the membership spell.
permno-13637-19570301,OT,OT,1957-03-01,1976-01-14,The downloaded series had no rows inside the membership spell.
permno-39394-19820603,OVT,OVT,1982-06-03,1986-12-17,The downloaded series had no rows inside the membership spell.
spell-OWENQ-19960102,OWENQ,OWENQ,1996-01-02,2000-10-02,The downloaded series had no rows inside the membership spell.
permno-59416-19760701,PABT,PABT,1976-07-01,1985-05-15,The downloaded series had no rows inside the membership spell.
spell-PALM-20000728,PALM,PALM,2000-07-28,2002-08-14,The downloaded series had no rows inside the membership spell.
spell-PARA-20220217,PARA,PARA,2022-02-17,2025-08-08,The downloaded series had no rows inside the membership spell.
spell-PBCT-20081113,PBCT,PBCT,2008-11-13,2022-04-04,The downloaded series had no rows inside the membership spell.
spell-PCL-20020117,PCL,PCL,2002-01-17,2016-02-22,The downloaded series had no rows inside the membership spell.
spell-PCP-20070601,PCP,PCP,2007-06-01,2016-02-01,The downloaded series had no rows inside the membership spell.
spell-PCS-19981124,PCS,PCS,1998-11-24,2004-04-23,The downloaded series had no rows inside the membership spell.
permno-20001-19570301,PDC,PDC,1957-03-01,1970-11-18,The downloaded series had no rows inside the membership spell.
spell-PDCO-20051011,PDCO,PDCO,2005-10-11,2018-03-19,The downloaded series had no rows inside the membership spell.
permno-54447-19860717,PDQ,PDQ,1986-07-17,1990-09-19,The downloaded series had no rows inside the membership spell.
permno-23878-19610607,PDY,PDY,1961-06-07,1968-04-03,The downloaded series had no rows inside the membership spell.
spell-PEAK-20191105,PEAK,PEAK,2019-11-05,2024-03-04,The downloaded series had no rows inside the membership spell.
spell-PETM-20121005,PETM,PETM,2012-10-05,2015-03-12,The downloaded series had no rows inside the membership spell.
permno-13805-19570301,PFK,PFK,1957-03-01,1965-06-16,The downloaded series had no rows inside the membership spell.
spell-PHA-19960102,PHA,PHA,1996-01-02,2003-04-16,The downloaded series had no rows inside the membership spell.
spell-PHB-19960102,PHB,PHB,1996-01-02,1999-10-04,The downloaded series had no rows inside the membership spell.
permno-42753-19871231,PHL,PHL,1987-12-31,1990-08-22,The downloaded series had no rows inside the membership spell.
permno-24192-19760701,PIN,PIN,1976-07-01,1994-10-24,The downloaded series had no rows inside the membership spell.
permno-56012-19760304,PIZ,PIZ,1976-03-04,1977-11-16,The downloaded series had no rows inside the membership spell.
permno-43094-19680118,PKA,PKA,1968-01-18,1969-01-15,The downloaded series had no rows inside the membership spell.
spell-PLL-19960102,PLL,PLL,1996-01-02,2015-08-31,The downloaded series had no rows inside the membership spell.
spell-PMCS-20010803,PMCS,PMCS,2001-08-03,2007-07-02,The downloaded series had no rows inside the membership spell.
permno-25670-19590527,PMT,PMT,1959-05-27,1960-12-14,The downloaded series had no rows inside the membership spell.
permno-20984-19570301,PN,PN,1957-03-01,1991-01-09,The downloaded series had no rows inside the membership spell.
spell-POM-20071109,POM,POM,2007-11-09,2016-03-24,The downloaded series had no rows inside the membership spell.
permno-45663-19680725,PPI,PPI,1968-07-25,1978-05-10,The downloaded series had no rows inside the membership spell.
permno-39992-19660602,PRX,PRX,1966-06-02,1982-08-18,The downloaded series had no rows inside the membership spell.
spell-PSFT-19981002,PSFT,PSFT,1998-10-02,2004-12-29,The downloaded series had no rows inside the membership spell.
permno-14488-19570301,PSU,PSU,1957-03-01,1967-07-19,The downloaded series had no rows inside the membership spell.
permno-16360-19770519,PSY,PSY,1977-05-19,1989-01-04,The downloaded series had no rows inside the membership spell.
permno-76608-19910402,PT,PT,1991-04-02,1995-02-08,The downloaded series had no rows inside the membership spell.
spell-PTV-19991105,PTV,PTV,1999-11-05,2010-11-17,The downloaded series had no rows inside the membership spell.
permno-14066-19570301,PU,PU,1957-03-01,1980-11-19,The downloaded series had no rows inside the membership spell.
permno-22787-19570301,PUL,PUL,1957-03-01,1970-03-18,The downloaded series had no rows inside the membership spell.
spell-PVN-19960102,PVN,PVN,1996-01-02,2005-10-03,The downloaded series had no rows inside the membership spell.
spell-PVT-19980831,PVT,PVT,1998-08-31,1999-07-01,The downloaded series had no rows inside the membership spell.
spell-PWER-20001023,PWER,PWER,2000-10-23,2005-03-14,The downloaded series had no rows inside the membership spell.
spell-PWJ-19990604,PWJ,PWJ,1999-06-04,2000-11-06,The downloaded series had no rows inside the membership spell.
spell-PXD-20080924,PXD,PXD,2008-09-24,2024-05-08,The downloaded series had no rows inside the membership spell.
permno-24176-19570301,PXN,PXN,1957-03-01,1966-10-05,The downloaded series had no rows inside the membership spell.
spell-PZE-19960102,PZE,PZE,1996-01-02,1998-12-31,The downloaded series had no rows inside the membership spell.
spell-QEP-20100701,QEP,QEP,2010-07-01,2015-07-01,The downloaded series had no rows inside the membership spell.
spell-QLGC-20001212,QLGC,QLGC,2000-12-12,2011-01-18,The downloaded series had no rows inside the membership spell.
spell-QTRN-19991116,QTRN,QTRN,1999-11-16,2003-09-26,The downloaded series had no rows inside the membership spell.
permno-22306-19570301,RA,RA,1957-03-01,1965-10-13,The downloaded series had no rows inside the membership spell.
spell-RAI-20020904,RAI,RAI,2002-09-04,2017-07-25,The downloaded series had no rows inside the membership spell.
permno-45014-19711209,RAM,RAM,1971-12-09,1989-12-20,The downloaded series had no rows inside the membership spell.
spell-RATL-20020201,RATL,RATL,2002-02-01,2003-02-21,The downloaded series had no rows inside the membership spell.
spell-RBK-19960102,RBK,RBK,1996-01-02,2006-02-01,The downloaded series had no rows inside the membership spell.
permno-19844-19570301,RBR,RBR,1957-03-01,1967-05-17,The downloaded series had no rows inside the membership spell.
permno-14090-19570301,RCA,RCA,1957-03-01,1986-06-11,The downloaded series had no rows inside the membership spell.
permno-21303-19570301,RCC,RCC,1957-03-01,1984-07-18,The downloaded series had no rows inside the membership spell.
permno-25267-19570301,RD,RD,1957-03-01,1996-01-02,The downloaded series had no rows inside the membership spell.
permno-41662-19751211,RDS,RDS,1975-12-11,1986-12-17,The downloaded series had no rows inside the membership spell.
spell-RDS_A-19960102,RDS.A,RDS-A,1996-01-02,2002-07-22,The downloaded series had no rows inside the membership spell.
permno-26307-19790111,REE,REE,1979-01-11,1979-12-26,The downloaded series had no rows inside the membership spell.
permno-22621-19570301,REP,REP,1957-03-01,1959-07-29,The downloaded series had no rows inside the membership spell.
permno-25988-19670518,REV,REV,1967-05-18,1985-11-20,The downloaded series had no rows inside the membership spell.
permno-48258-19701217,RGI,RGI,1970-12-17,1976-06-30,The downloaded series had no rows inside the membership spell.
spell-RHT-20090727,RHT,RHT,2009-07-27,2019-07-15,The downloaded series had no rows inside the membership spell.
permno-23587-19570301,RI,RI,1957-03-01,1972-09-27,The downloaded series had no rows inside the membership spell.
permno-14218-19570301,RJR,RJR,1957-03-01,1989-02-08,The downloaded series had no rows inside the membership spell.
permno-17654-19570301,RKS,RKS,1957-03-01,1967-09-27,The downloaded series had no rows inside the membership spell.
permno-21901-19570301,RMB,RMB,1957-03-01,1965-01-06,The downloaded series had no rows inside the membership spell.
permno-20511-19570301,RMC,RMC,1957-03-01,1965-01-13,The downloaded series had no rows inside the membership spell.
spell-RRD-19960102,RRD,RRD,1996-01-02,2012-12-12,The downloaded series had no rows inside the membership spell.
permno-14189-19570301,RS,RS,1957-03-01,1984-07-18,The downloaded series had no rows inside the membership spell.
spell-RSHCQ-19960102,RSHCQ,RSHCQ,1996-01-02,2011-07-01,The downloaded series had no rows inside the membership spell.
permno-22381-19570301,RUP,RUP,1957-03-01,1963-09-04,The downloaded series had no rows inside the membership spell.
permno-17646-19570301,RVB,RVB,1957-03-01,1981-06-24,The downloaded series had no rows inside the membership spell.
